brand,hash,idx
new balance 5740,"{'1ad2debb5092b8394544865c2cb75f44', 'ba475d31d32d9be36d4904f5638f0864', 'c64065675e71a9e59d9ac3094c177bdc', '675a403f48eeb7537467eff2ce9cfaf2', '6bcf4fdc1ab41725b8b8a8b56d12b1ce', '5eeacf782d384387a3d3646494bb0359', 'd65f1042ee888ce320e749f4c629d1c1', '68f9a8ddfb13fe1a04d71f774c2bcc3c', '7db0d2de46d64a268131a0531e6a5860', '33c69bf887cface563325744224f5829', '63086e671f7e3fc999390bed31efb2e3', '5f9c97aaa80eba373b289e242c159e06', '185d27f3c6a1fc21f673eb5df42c4f35', '9602f7df21e22323c529aa00b12f8caa', '8cc5ea7b2afc61cbb7a5a73a85a384f5', '663112654fb72e311ca60e6c40cb0c1c', '2465244ace1d12aa65dcc4299b4bdcc5', '252796de2cabbe17c55042904ad9472e', 'e50a46f1c9bd54bf384eb748754c854d', 'a61f10124968cb0a808c91973e96fd12', '7758ca79d418bc1e7054a44721ed8a64', 'cd67d47105223842e45417bac38bf4e0', '9ead6f092bad5211cb69e1d105a029fb', '644a35601972fceb5539d4ab45ebb2bf', '13c56740105b24b3ca6be4758aef98e7', 'aeabbbdf5da299a21755e99a720f21c5', 'da0f960672a829bff62cf97429c0a563', 'b68342e84cfe7a47daf678940eecfea9', '1bdde5ace52ffd9dd8bc064629808da1', '0461c74ad9796341ae826bf3bf271a3e', '5a3db356599899620e2f6733f2bcc18f', 'ff62860ad49d75cd2146eaae1458f1ed', '62067340e1a9e12280dffd812b6efab9', 'e309dae592498678e271618215731ddf', '5adb0d40d7bdce1c6b2dafc53756270e', 'f4b740321ef2025143efeae289d30f3c', '3b36d568549cdf49fed541140cee95dc', '9fbd463da15fbcac42f20786b64f648d', '44668fc771c3c8fc5947e0b5f9d9adb4', '7769178aeeda7f8a7cb475d77f48f9fc', '1f5597c8aef66b7add90593a7632805d', '06cdcff5b35cc0947aadbe1eb1cc10d1', 'fc70d9d6b521998fde4866c5f59a5acb', '16c6de72ff48fb88ec27275cc98079c4', 'acd071381e5d226ac53eb8f72439e9d9', 'b43ee0d73a0af3462cb91814fb314fa2', '1b24eac47b8cf7dda45640760e89d03f', '5cea929cb92666d7d6475c3040f2bf25'}",10
new balance 574+,"{'e8ab6a612c80863460a22ad79bace357', '21a6c27474932ec923603c01c4638419', '0f264a50b5c2d16a1f22d551d670b840', '174964ed0b52c202e8c60d44d73d0b7b', 'e173336fd72637b7358203aab46f51c7', 'f8536479f0095a74ebab29f64e2a67d8', '404cad561005b2a3391e1234d3d8d3e1', 'ba475d31d32d9be36d4904f5638f0864', 'd5c37b6ee603f2670aae2817909e370c', '3830164bf87f20adf09af7f7d4a60b70', 'e4b604fec5776e9e3fe9e6502579c2bf', '70f843e9aaeaa2fed86c9399ff101001', 'e0026d0dcc279ad9fd9ac88c0919683a', '84f98306f7d2f7c20bcde5f9b32363be', 'ffae1707ffae654b877f3f7fca7b5d81', '11255fbe47b0b337fe40557bc4afaa14', '072d03ca45a65786b9740c99d185d5cc', '2549d3b230ada47e234acb0e4bcf2bfa', '9dd42468bf0ef17d791338e7edc507dc', '6aeff35ea17a44c1e62ec06d592e50a8', 'd4030a1814011000e0664d38f791263d', '7db0d2de46d64a268131a0531e6a5860', '34fc73d5e502880a62fd3ea8830f19eb', '33c69bf887cface563325744224f5829', '9a574a50bd364357b80a1bf622d5157f', '304ac4acad7535c715360a53adfed49b', '89a36360e589c9371cfbba7f51b1f2e7', 'be3e9519a300d274dac1e035c3a39686', '15278e7a750a72fad4c8f3dde82da327', '5e10eae9d6c567d27ba59e1eed5d4ae3', '3038c780004d1d065c8bca7d8912c602', '135f0b6e4f85218e4f1feae1739a0d85', '7f86a54e19b09a72679d5acd665984bc', '1b67712ecb30b419c61c5b382286c9fc', '09bd935a2775eecf4d6a0b43d352b3d5', 'a1a6fdad0f1c45e7b5f090c4a3175d8f', '83ff8bd70634d4a5194c019e9a0230b8', '59160de38c227bcf9ae0b5d1077116cc', '68682684917330051cb2c5cf48f379f8', 'd1cea1c7f80766bd33496403b437e3f8', 'db9aba1205900e68b5b55b4f63a56049', 'b98aa8643b61278e62e998f7a2917862', 'd1f965afaf534d4a24408427b87b15b1', 'ec67b9b82eb4db6542b6380840dc01b3', '34bc23a2abe5b55e5b2bfce80025f46e', '7d602a796ac915051ba6d56f40826f5e', '2b10b48b8eaf3ace4c889a91e9092a29', '84ed79fb55a1e324e8aae3317b62da20', 'da0f960672a829bff62cf97429c0a563', 'ec51a97211e7a3f6b20d5bbf7bc38838', '3baddf4f0e2e8887e60f53d87d20df83', '4a62eba3614ab7773ff82a855729c18d', '5d43447f07f2e4d57e128dcb8a20561c', '5457de3794b10caacc8369565c4c49a0', '49a6c6d7917643b45b79b59e2873321e', '2d7f25ca8464ebd30fb3fd19b875c37b', 'b16b420b61da79fa885abf382af22664', 'c474fbbc67d4afdc795750decd6aec06', 'b8f268187a5b36a69134a50d0afdfba7', 'c3758990c1efb006527c2ffb4cbb235b', 'f93692a6ef767284005368583f7992c3', '501f924db46b02047f2a19d1f75099e0', 'b4309153a6a9b45ad6c56cd36d857045', 'bd0e28398727f1ae661ff5aeffe36568', '4a97f2e9e00d57bbfe39bdd0b443378b', '4a4872a2cfa836f672aea2130316da69', 'b43ee0d73a0af3462cb91814fb314fa2', '63086e671f7e3fc999390bed31efb2e3', '5cea929cb92666d7d6475c3040f2bf25'}",11
new balance 1080,"{'d995fba3d5c686fab73cb00d2830bfdd', '21bfdbe0d82badde99ea270aaf33361f', '17b874b969c38f354f72eb0bdb56ae57', 'd37109969f0c0b965dbb18c01f915948', '7db0d2de46d64a268131a0531e6a5860', 'b7a09b728528a6c8bf4cd42c31996600', 'b3c79304a34ec0fe3bc7e7d3706c8d4e', '77e6b0d13732666e7189bfd38d5f4d54', '759aa3193fed05e3333178293ffd9a52', '1f369bcc4d729f1331f6d6a5f8ac3008', 'd9cb44e91511bc768245f52d64c5d564', '9be6cdb89667c0b381aef27094b91750', '84490cbc2a1dfd1402f3b6996a9810c2', '0fb60f7ca0ba66a12f54d790803f813d', '92386ce99915b15dbea88c6605aff23b', 'f0c2b202eddaba3493e728acd9be64f4', '8d73ddea9f5429a5f909612a35b2adcb', '85e7983122e0b53a5dbe641d0003460c', '62536739ce73e0fb13f5da9e59cf0544', '2858e917b3455478acc7c0778db2dc43', '53bf7fb6a8027eceea0c730dde477c36', 'dfec3ee748d3c59a7b9da7db89bb8471', '31cdd50e546c73514a4c519f793a29ab', '164994454e729cf7cb7db1bea38a380b', 'ef4823f963a914081ee9d7e34760384b', '862bc802e5cc0e17b7209bcff5d1f146', 'f0653253e078b915a2f7ee544df89179', '3e99541592e06013aba437126bf9a219', 'a0925a0aa631e1def416bd6268abd174', 'f907cd21a8c2b43bde07ed17599e5bff', '709424c6dbc9dde8a37cafc6b2d9deaa', 'b43ee0d73a0af3462cb91814fb314fa2', '63086e671f7e3fc999390bed31efb2e3', '5cea929cb92666d7d6475c3040f2bf25'}",12
new balance dynasoft nitrel v5,"{'cd0a35d0d2c777c757ed3ca799d35df4', '3d981ad2a2de909d997e9e004e1b9d7e', 'c64065675e71a9e59d9ac3094c177bdc', 'd25f245db4299011b7b1061a290fbf14', '8a36278b29598b7baa9a4ea8fac3b20c', '747f4aa68600212d5f8433aecbf8adf7', '68ff06a5ccb20f7e187d13918ff79f86', 'bf076915408b847bb350dabefce8b4b4', '8261642c79734717f6c30b7f1b84546d', '8020f6e163ab8c56bf25a6164844666c', 'fce3e1d719cf758ef6d59622daad5aa7', '2149d84fe5c7d529ee0ff541f4d127ec', 'b301e037d5a0653a34ecb5334aefb097', '05d4f7c9c455eccf946430c89e37f698', '497e3e82e1d7a8036259f660806a82f9', '115d1e5b39ce51e622486099d3b07ea5', '9bf86890a8743a188d05803e45656849', '57e94b19ca3c67839fa7fe4a0528c68e', 'bbe0973fda4d2fc9f6a28e1ac78d399d', '8836d15cd8818755723f600eb800f759', 'f0c2b202eddaba3493e728acd9be64f4', 'd8a94eb30a626be7b3c00944e66da977', '87557e754899745a80f7efd7fe093cf2', 'def6a058f90023bfc8897beff764236c', 'cd9ce5f556f6427ce16e46a7facf56f4', '790f24aced60608d18ab8e8c067deafc', 'c9a5346e42bf9891da5b69ff3493d7c2', '53174b28031866a3a1e7e2ebc53c6c07', 'f718eab4b5673cac02abaacf6e824295', 'db2f370f5d00687348838d82e266ad1d', '265410b6ea0bcafdf1cd4cf118516390', 'b9956f8a1222359e165b62b09656ea83', 'ea139d3e84d91884d06c57839c0909cd', '7544abb4c7705c2ffacc63ffc939aac6', 'c6fd16dc60365659d349998072ebd90c', 'e7b9a7f3767d51462d7f0169280b66d4', 'e2884d8ea8cfe601251dd3c14bafb0b3', 'cbccb394ef671c036aed9b6f504a11f3', 'ca572bb7190e2ecff6c0d7b1e1e31cdf', '5ad831d59a14281b5bff908702200bca'}",13
new balance shando,"{'707d68781c10f3f6febcdb513930e445', 'b270947a5afbe7ebb60da5e9e1149aae', '75a03d1136802c19e7b5955937d4bd0f', '2c498c16b4fac1f2c61f129c5462e915', '675a403f48eeb7537467eff2ce9cfaf2', 'f0ef452e338df93abbaee82e276a87b4', '73e4a2f4e6a92df08e062c9d1c338435', 'da323060676ecb4714ccc87b273ad29e', 'aa10e4e8cc743f30b898e7c3852cc184', '93faa247b142fab116e4e85757f23d20', '68173d86ee31764658834109dc6b6af7', 'ccbc2d42beb40c4e57ff09245fd85872', 'a0e0c36fc2b09f3464d505cc7c6c8e23', 'bde32cf8bc37ffbe20e8e8b08928816d', '89d78243224dce0a790cadc55bf020cd', '8519aa3415c9e9c763ab05ae135631b4', 'be3e9519a300d274dac1e035c3a39686', 'f8c9e928e079fa1ffbc24ac7cfca3465', '7f86a54e19b09a72679d5acd665984bc', 'da85ce78321f643f9e90947300f02d58', '3f2ec364555c09caa35ee3911ccfc2f5', '995ff1bd311eee790fe58fc8ca4fc892', '2b4c3b3abae7fbc2fb556a481e2902b2', '8836d15cd8818755723f600eb800f759', 'a1aea846c1663715b8922a565cb6a3d4', '14f839803d864be6e458e4ca5e830227', 'd4358f42dac9a3d3965edc2feaeb5d7b', 'f0c2b202eddaba3493e728acd9be64f4', 'c4c2205dd1809bd4f87e180df0febdac', '5558f6315442b6e6d368ac6d6e7cc647', 'f818255dbd75d85002c07ea00a0ae3be', '52d9109843ef25ad710ec650ba7f160f', 'da80ba5d54e9c5d3354742f52c4ed84f', '2c381dc96132e42eef22f53364cf8bea', 'ecd71b861e7799836712cfcb44b2e5b6', 'a8a7f8eed90f4ada968fbb39f2fd8f85', '5058e7e0e2fd16aa0de37e97d22d0fec', '2a225afeb03d7d41f55e740bcd9c4a8c', 'db6044c92d750495ca5711c6d62c8d65', 'da0f960672a829bff62cf97429c0a563', '406207e4f90302ce31e40487bbdc399c', '5cea929cb92666d7d6475c3040f2bf25'}",14
new balance 860,"{'58fdc5e52bebd1e3a410ed792e78047b', '7e2394e31796dc1c6bbf2b56bd868ae4', '05b805c62a05e90ff98e2e3290399054', 'd36120c3eb9ba867388aea334befb01f', 'f355c7c8d84c13160e3e74c8d08ece90', '675a403f48eeb7537467eff2ce9cfaf2', '2677033b23e8a7019e8614443fe775bf', '6d192ac4bde488135c95569226ebd60b', '1a545b2e6049426ae57891ef00ad68a1', 'c63b2e0894439f8e0f491ce3729cd9da', 'b43ee0d73a0af3462cb91814fb314fa2', 'd65f1042ee888ce320e749f4c629d1c1', 'da323060676ecb4714ccc87b273ad29e', '84c09034d7910d93d5471c523342f00a', '63086e671f7e3fc999390bed31efb2e3', '4e11ac431922a891d2f401bd36b48dc5', '995ff1bd311eee790fe58fc8ca4fc892', 'f7ecc411e9706578e6659ec801a558ff', '5dcc71122b6f58417870c7666b3c6032', '939923136d015c4514fc7e32fc0b85c6', 'eaa18b4c339bf9edee0e706e38ffa29a', 'b96d82490254cba129a45e2bc3e405d2', '617a1aa875c60ec223e1b05ad9f55143', '3b35fd34cbdc279642875a6d8b990acc', 'b1b7338059ea8d9b10c9e88114935fac', 'd54b3ae847b5fcd0cf1e05b16c8612fa', '443b76bced244340c4f8c12a17cb6fad', 'c44e1f3809bf35bc136e991c41cc968f', 'd290709e2a4df20176eece131095ef53', 'dd2ffd31267df0d83b9c843fdcb482ac', '332693de8406bc9f8ae14bb5f15b23f9', '3aa92ac8f4bc26f1581a5a273e65b95a', 'da9db5b2498f699b223fb3b8a9a6ffb1', '44668fc771c3c8fc5947e0b5f9d9adb4', '264ba21f7bc87687a99536ceeac23cff', '79b6ea5f90c21dce972d1322f1f19616', 'f21acc0776c282ff26f02c96444c592b', '6aea63e6c8a7dd4e781b8edeb828f96e', '6b0fa446a54261c7c516944f4edbf241', '79705daf781f908f7046192b7d27fc86', 'da0f960672a829bff62cf97429c0a563', '42fcc611956cb3b38f6f73cd9c3e7373', '406207e4f90302ce31e40487bbdc399c', '5cea929cb92666d7d6475c3040f2bf25', '917490ae3dc2eb622dc624e505661370'}",16
new balance fresh foam x more trail v2 d wide,"{'a93419d1f9f624c97ec44a4c7b497ff8', 'ec6609520cbc1c1f86ed16ad0967408d', 'f0b5bf23a252e0a7e846f5d78aa83433', 'f64fbbe1d2f2be733e69f3dc080fda0a', '21bfdbe0d82badde99ea270aaf33361f', '44ffda4cd016d0f45209663e71486cd0', '8a7dd3ac453c7af2ed68e0ca00dd1ac7', 'e4b604fec5776e9e3fe9e6502579c2bf', 'af899321ec1c276d2a531d1292a21ad2', 'ed87a0c69f0103de8f86a2c3f6b01ec3', '60294543447d02c1995d418eff33b101', 'f0c2b202eddaba3493e728acd9be64f4'}",17
new balance 990,"{'03dac3cc88a60e844282ed3fdd47f913', '1afd1f76c2a84a7d1c9687f2fd32aae3', '3db590719b17ebe3c1c6badb55e20edb', 'fe646dda04c5bb7000dfe516381af6c6', 'e5d2480e2dff9788bfcaa6bc79c91e60', 'eaf8d1e1f4bb03bc260d8b93625e3680', '84c09034d7910d93d5471c523342f00a', '0af579385e757cded5a24ee7f86e7856', '8b49eff16cf27918af60af8c7310b736', '05d4f7c9c455eccf946430c89e37f698', '7df06b3121772a5d5f0f09f99d64002f', 'abb8b16f9677fd9ad7c82ce6df4894e8', 'e867aed332b673e51345a58c3edab229', 'ff5c4cc006b4eabbdeb17d116fdf1d39', 'f0c2b202eddaba3493e728acd9be64f4', 'f0c90cfe7a5caff1c1e46b9b09ea4643', '9ab6b904402264d23e87395522af6612', 'cbccb394ef671c036aed9b6f504a11f3', 'b0f54b39b3ad323bf3d3af1b9ed9c27d', '938989afe3d0460fd4eff3860a6f1967', '61ec58bf1096ff068c4b4e2e522012de', '44668fc771c3c8fc5947e0b5f9d9adb4', '0931ffcc208a3472b2c3fd677a3fc110', 'da0f960672a829bff62cf97429c0a563', '5cea929cb92666d7d6475c3040f2bf25'}",19
new balance fresh foam cruz,"{'21bfdbe0d82badde99ea270aaf33361f', '675a403f48eeb7537467eff2ce9cfaf2', 'f580956e4f55be5ec782626a09ef5530', 'd37109969f0c0b965dbb18c01f915948', '94e707a68d803ec5497e43b12f4a7026', '7e656870ec73ab978cbb19a0d8b8a332', 'c3ef7f911d4bc292a45f9e5513f83da4', '08089ae8b20483697c3d01f3fe36b7c7', '19bc030cf0305548738ee7a5d460dd81', 'b19b662786394d24345fa7fa91be34ff', 'fcfcbf74022fba9f8af80e27cffadf20', '0109d7a967164d2a3f0b69409063ecfc', 'b3c79304a34ec0fe3bc7e7d3706c8d4e', '1d90d4c7a8284e80a897e3880312feb0', 'fe405fb1862ca4510cfe0876a5837a12', '4716c64e51f4cae4e5220274310e3b00', '20a96a3b33193914fe4bc7a8d528f03d', '0946d91874a338d6ca39c67000e632e2', '817ba9a4350b3e03d476f701af43a902', 'c259cae9a29fb0fcf6fac3e59569d0f2', 'f42b8755de1f34f41d1c8b00cadb6ef4', '019a469f7baf7db0c2b2c7efc1763044', '3760957deabc041d6844ef84099e9982', 'd2ed32ff9e60a38a25d845c93e98645b', 'c3e56ce9790c9690a554b22162593a48', 'c8a10643a8d24f7e6dfd900a64494cf5', 'a1aea846c1663715b8922a565cb6a3d4', '2b5a506272389951be752ba79dba1aa1', 'f7ac9cf102fdc2e63b4509f5b9d30fdd', '5e4a3fed058ba6b86625033e4c4652a6', 'a51ba2bb125396bf707964d2216da9f7', 'ab72d2b113230fdb5008dfb86385ba7b', '8627349e258da5b2cd7d45430d5d5e75', '62536739ce73e0fb13f5da9e59cf0544', '857ec03e1fe0cb07fc488d1bd0b5d73e', '1d15d04a73063e73188adfbf2455e126', '2858e917b3455478acc7c0778db2dc43', '76c886999894464034b35d3da4cbc0ed', 'bb88d162df53345c7a338a43d58fe60e', '9da472e477a5ceac540c47ce6e008beb', '20220e385eb6d9269106780f73fd680b', '44929540cfc33aae745211c8e7c3182b', 'dc35b16f1801fa242f7791b2d4a30008', '64076a62a493055dcb4bb518f4741cff', '035360b43a1ed91c23687d8bf6124b6b', 'e754a2b14e0e9218c133007bdedbde0e', '98d766a888ad6ffe311abf961a4eb34c', '06926700916359a87a498e1012d0c4f9', '3681612e538e5b62241774c97fba53db', '4f0a9f56adef6b23c2ceb2595f2ff5ee', 'e356577d0523f342ee4e0230912d2380', 'a0925a0aa631e1def416bd6268abd174', '55bf3445812439c1bc701012c8e9197c', '8b1e833e5113ead0dcc268b5ebdcb4a1', '60294543447d02c1995d418eff33b101', 'e0ac97eb31709880cca027dfb453aaec', 'e6b65302d88a9278c016039d87237ca7', '20b6f2294f479eec0a655238825624c2'}",20
new balance 990v4,"{'93c03d5fa6a38777067de37bc96c4ba4', '0ea0a12a680ecd1a85837c435387d082', 'df1fd7f6d685c5dc0684ac33b492cf52', 'c36bfa86e0d9535757f7c2344e676e98', '66d563288b33425a2462439181c95201', 'c64065675e71a9e59d9ac3094c177bdc', '689f0b3499bdcb914cf7c0d3d3f67415', '0b986d50fd7fe167de9964ea760cc9a4', '4ae69dc649a467ed64b84b86aecd7c7f', 'd489602bee59aa85efe892349a3febc0', 'c7c67613c22ef6582a356b8ee27d16ef', '84c09034d7910d93d5471c523342f00a', 'c7da559cb282fb2d120809c94f1706ad', '2dfebd50a385e37eca325c4cbb5b0be7', '03fbf2cd8bd280b81be1c1286c19cce0', '7f5943d3a8764514facaa93212ddf79f', '6e8a8dce6777f74d517b373750ef06c8', '82ff0a6e3aec0b64d3bce34e0bd10e57', '6ca135fc5a60793b324b0865f92b57de', '774342dc78365f516e00618351734ced', '3b0179d55a6436f09c6ab4b27f396a9c', 'da627d45d2b4e973ab02d3a068215338', '4b991f5681deef659c697f655c22bb88', 'c335421256b4a01474d53f0ffb6944d3', '092c1662fdc11db522a7605ecd44ceab', '89d327a542dff5419c9de44f207791a3', '8706587398e888aa9220504baf672575', '92f4dd37e606cca1913bb0c6800bcc68', 'cf50697743d1706af4608029d48fdaf4', 'd93011b4cdd14f656f61dbd18e8a2701', '28fa38d036e7b058328b2628dcb5c5ab', '4df45fd307d51cd36f5082d8dd76c872', '84b9f2b04054ddfa7f44c47daf320a0a', '06cdcff5b35cc0947aadbe1eb1cc10d1', 'd6b7f7dae1624823cee7ec26e0317518', 'af91c494530d0148721dc73be8514fd5', '8c62fd8950487ad5a87c70a0a41ca235'}",21
new balance 1296,"{'6f9ea297a44dbb11edfa01e200c1ff9b', '28a2bbc81e9bcffc22b694271af6595d', '7e2394e31796dc1c6bbf2b56bd868ae4', 'dcf9143f47cf90a2d3c5e980e649a5fd', '3cfcc59d7da338787eb4789a6b367fe8', '14361def5ab5ae5edd9ce3490021423e', 'd995fc4f2ecb881ad92415aae0f0fedf', '41ce648da6ed37a9ebd16671bb263fcf', '675a403f48eeb7537467eff2ce9cfaf2', '6adfcd1fd5e051b8f413ef6a62de83a8', '2b6401e950358200df77449ab2abefbf', 'd35238af425a27b8908a8140d68f7149', '58f6aabfa20061cd4c2335c8d78bf3e0', '9f9ff9fb532b958550a0ac46302d836e', '03155618013ec6053b2883fcada779b9', 'd4030a1814011000e0664d38f791263d', '91cc7b3c9df8ff487230c8856e0b556e', 'b301e037d5a0653a34ecb5334aefb097', '069c534400ea1001a97dca716b97fcfd', '5ce2e4e6f3929baaff66db5fa305fd40', '8519aa3415c9e9c763ab05ae135631b4', '3796f4c770b2686b7d381d3f5c2788d8', '38fdbebef057360c2a4da471f292ac94', 'e273c60582d61a1cbf0aac2ee77b0b74', 'da879e7b4958bd6b3c05420176c0a20d', '39c0d043b40df96a283739ee97933e0b', '2e7381a36fc2d1a92ef6de134402c15c', '0b1842d05faba24a6f2b9dfaed435531', '401ff51db39f308f7c2efe09318ff2a0', 'bbe0973fda4d2fc9f6a28e1ac78d399d', '7661060575ce75fe49a144b08a340106', '939923136d015c4514fc7e32fc0b85c6', '8836d15cd8818755723f600eb800f759', 'f0c2b202eddaba3493e728acd9be64f4', '63201c1c42454943d113bff429dcaecd', 'a411cc95d99bb8ebb2963e112651ceb6', '164870a81883d3e71bb7ae65654229d3', 'e3cf9b586f18c63fc3ad1f7815040c63', 'ee80e24770fcd0b7385c81f05af8c814', '3901183523662cdf8404f18d04ebd591', '5186edb51906f54f0f21e75101a219bd', 'b432864955c8110dbc00b61bf64d2782', 'd9ee0ca2dba4fe73cc07bb61602daed8', '16b4432ee7c2f8ac0fa9646886e2553f', '05e69c4ff285b20142b404b33cf2a081', 'b3434cab5f4387f208bc400d091c5aa8', '750fe45cf41d31dffc15dac65b18489f', '8ff6ba5a1fd016a65d3d83988bfed82f', '71b869e6ebfff0468ff300c728cb3068', 'ceb761858606072faa88df7a01a6d7d9', 'b30f701874737651e51b8033530c5617', '7c1193e0d9df59390fb5e8a19e1fea35', 'b6f49b28c78e9d1769aecfb2a5c5001e'}",22
new balance 940,"{'f1dda157db83c7d825168302566e3190', 'ba475d31d32d9be36d4904f5638f0864', '360a1bad587049c636c46622d1fe3527', '6ed9e26c4d923900401fef83dcd02535', 'c64065675e71a9e59d9ac3094c177bdc', '54420c1edf0f8b78c3a003d6d33c27f7', '675a403f48eeb7537467eff2ce9cfaf2', 'd25f245db4299011b7b1061a290fbf14', '05e5ee2837e7080f0add16d5680b9739', '3a9e55629489f9e3fc9a3d64db4befd5', '9905b5bd66f500b73945c012c81e9ccb', '364c15ebdc45481daee80e93f87d4235', '47ca10fe4486658c4068b5f9d00716f2', '19bc030cf0305548738ee7a5d460dd81', '7db0d2de46d64a268131a0531e6a5860', '33c69bf887cface563325744224f5829', 'f22857815d3c1286dab9bedb960d2961', 'c6908616b9c31545dfee145c729cbfda', '185d27f3c6a1fc21f673eb5df42c4f35', 'e46b059a165dd626cd2398a4dda615c8', '995ff1bd311eee790fe58fc8ca4fc892', '0e3ae934eb274c6a678ae1644a81ac65', '7f86a54e19b09a72679d5acd665984bc', '42e77f3b707472c8d82487725a1ffb1d', '464b7ca63341411911c97799eb1d2ac9', 'cfa3b8bbefb20cd1d3214e82ae59fc6e', '64124f09ab7d9aa6a33511620521a505', '45ea6ab5827eb8a0a0ca3615409b648c', 'ffb6031a2a979fc6ad3bb1bfbf1adb3d', 'f0c2b202eddaba3493e728acd9be64f4', '3e93cd225bbbe3f3733f336dd5f1ed93', '42bb24e7eb32d24305f310ee5895c66e', 'eb03c2d3e254b693b98f196ff69e3d4c', 'ee99ef93feede5ff151f59c73590231b', '873d71b91f85afd16edb02e82ed9276f', '89a7668122783f05e1a2f8e8f0d2cf95', '614a6045463d989a974401d9b23db19b', 'da0f960672a829bff62cf97429c0a563', '2d42be53d9b1c3592a5034a4559904da', '3f2b18309e9b5054c5183a0389642b5c', 'ef649c831665a4d26bfea3b222c92d3e', '28d041c5f61f817bdbdc73da2d9b91da', '4a2385b2f6298a90bcfa673e6793da18', '9c08623bfedc26c05446592290cbe9b8', '0cc6f5bb28ab25373361fb80c4be561d', '0a90970806ea3f408c28d58c585fcb8c', '5a9ac1944a3b1b91ab922399a5dc8956', 'df05d31bcc27176d91d00038f1d6d695', '64ae6cb10f2e786f9de8e6d16ca1361d', '44668fc771c3c8fc5947e0b5f9d9adb4', 'b812ab3b8810db3c2ccfcec6477d8353', '7055de7bc1c5ab1ebb228239458eaf2f', 'b43ee0d73a0af3462cb91814fb314fa2', '42fcc611956cb3b38f6f73cd9c3e7373', '5cea929cb92666d7d6475c3040f2bf25'}",23
new balance 237,"{'82a60bfe2321ad3d61aac55269abd333', 'ba475d31d32d9be36d4904f5638f0864', '5827411f7f28f2a1725a6300dd1ce1d3', '015214551b6166988a0780e2d4985cd1', 'e4b604fec5776e9e3fe9e6502579c2bf', '4b4607106a81d9cc2aa6dd91b4272dba', '356ed021c10efd78c9a880e2d1686abe', '209eee27d345b69b15cbdf2ce1e45ab1', 'c1e864c6076312ed32bc01df284ae957', '5f3fa416080d4aa37c6a1c6d5dd3ddbc', '7db0d2de46d64a268131a0531e6a5860', '64642a48997fd95e81cb54bbf90e594c', '4f6d4833b024e4c21e647d36b1e03349', 'e8f9ca5a4ac5c87bb00ff9a0fd54d525', 'e01d9f1734479055ab6fe769fa6a080d', 'fa7c0a948ea3ff72f8737c0be6b00983', '825a8dc90a0fe29832d084403b91d2b3', 'fb7c0b000d919e32a87acfbf92f5c463', 'e9e7eb6f0c409eadfad34358da637ff2', '452936e8370fe827a0470efb71d8fd45', '5e8a7ed810a107085e7cbc5ac54a6d35', 'ec0b5c353e1797735255df332d0d4ec8', 'cfa3b8bbefb20cd1d3214e82ae59fc6e', '2f6ab2150a3208d104115689cfd3931c', 'a1aea846c1663715b8922a565cb6a3d4', 'e601ae40f00318668da6b779bbac3083', '8bb27066e716d84abed55e10687f5d39', '757440ac67bfae772fb8d1d4d274bbf8', '534550aa40d140b5576f74dba9acd429', '0f69a61e2e12e9fa0d91aa04d2669bf5', '336b7cef979adc394d4a4c6c45ad1ea3', '0044c1481e00aebc4779017e47f0e132', '7d3613534113c37f828088693f6fe3fb', '50f6fabbd22aaef292cbc6e2cd2ac70f', '5be6d6efbafc105185034943557d16ee', '92c37c8f92fe3b24d7f052c141110291', '0b313e5e0351a00a25624299dfd6bd4d', '311e5b1c415a94d09492b23da9b78bae', '4ea36b894a89ef91f6746a0a37009273', 'c60e4d5b40252ddfabfd125091101fe3', 'c0e0827db62440af37ca0de5e3404e3b', '6cfa17b62e67b01de3e9b20c856fe8d3', '63086e671f7e3fc999390bed31efb2e3', '5cea929cb92666d7d6475c3040f2bf25'}",24
